inquiry_id,item_no,material_id,inquiry_quantity,unit,expected_unit_price,item_remarks
INQ-20250796-003,2,MAT-10035,32.0,件,347.72,大家
INQ-20250796-003,3,MAT-10014,90.0,套,382.62,完成
INQ-20250797-001,1,MAT-10026,297.0,箱,186.8,如此
INQ-20250797-001,2,MAT-10036,75.0,件,91.95,基本
INQ-20250797-001,3,MAT-10047,43.0,箱,395.5,城市
INQ-20250797-002,1,MAT-10043,161.0,套,370.17,或者
INQ-20250797-002,2,MAT-10004,465.0,箱,275.34,语言
INQ-20250797-002,3,MAT-10034,340.0,箱,65.83,系统
INQ-20250797-003,1,MAT-10032,12.0,套,168.49,北京
INQ-20250797-003,2,MAT-10007,431.0,套,67.06,那么
INQ-20250797-003,3,MAT-10041,297.0,箱,304.75,孩子
INQ-20250798-001,1,MAT-10042,357.0,套,460.14,科技
INQ-20250798-001,2,MAT-10015,208.0,套,114.46,帮助
INQ-20250798-001,3,MAT-10010,186.0,个,124.64,美国
INQ-20250798-002,1,MAT-10050,20.0,套,39.81,一定
INQ-20250798-002,2,MAT-10023,122.0,件,473.06,留言
INQ-20250798-002,3,MAT-10030,379.0,个,249.68,美国
INQ-20250798-003,1,MAT-10045,179.0,箱,292.72,日期
INQ-20250798-003,2,MAT-10011,197.0,件,430.17,也是
INQ-20250798-003,3,MAT-10025,308.0,箱,220.73,次数
INQ-20250799-001,1,MAT-10038,316.0,个,238.81,日期
INQ-20250799-001,2,MAT-10009,288.0,箱,384.7,有些
INQ-20250799-001,3,MAT-10006,138.0,件,167.23,数据
INQ-20250799-002,1,MAT-10029,428.0,套,48.43,情况
INQ-20250799-002,2,MAT-10009,400.0,个,434.56,很多
INQ-20250799-002,3,MAT-10017,489.0,套,172.89,女人
INQ-20250799-003,1,MAT-10026,146.0,个,19.53,质量
INQ-20250799-003,2,MAT-10004,46.0,个,142.0,一点
INQ-20250799-003,3,MAT-10027,480.0,套,114.36,组织
INQ-202507100-001,1,MAT-10003,361.0,套,127.74,没有
INQ-202507100-001,2,MAT-10026,249.0,套,360.66,系统
INQ-202507100-001,3,MAT-10022,210.0,个,314.78,公司
INQ-202507100-002,1,MAT-10022,468.0,箱,275.24,方式
INQ-202507100-002,2,MAT-10033,332.0,箱,27.44,商品
INQ-202507100-002,3,MAT-10020,374.0,个,69.38,使用
INQ-202507100-003,1,MAT-10014,298.0,套,173.55,部门
INQ-202507100-003,2,MAT-10042,176.0,箱,84.91,全部
INQ-202507100-003,3,MAT-10006,169.0,个,167.8,知道
INQ-202507101-001,1,MAT-10031,435.0,套,349.9,组织
INQ-202507101-001,2,MAT-10019,454.0,件,364.05,是否
INQ-202507101-001,3,MAT-10032,424.0,箱,468.09,管理
INQ-202507101-002,1,MAT-10008,184.0,套,320.16,同时
INQ-202507101-002,2,MAT-10038,166.0,个,58.23,精华
INQ-202507101-002,3,MAT-10018,34.0,套,377.08,电话
INQ-202507101-003,1,MAT-10050,118.0,箱,430.69,出来
INQ-202507101-003,2,MAT-10011,264.0,箱,215.91,应该
INQ-202507101-003,3,MAT-10003,137.0,箱,237.92,加入
INQ-202507102-001,1,MAT-10025,427.0,套,301.7,经济
INQ-202507102-001,2,MAT-10020,289.0,套,80.1,管理
INQ-202507102-001,3,MAT-10016,159.0,套,151.77,业务
INQ-202507102-002,1,MAT-10038,44.0,件,57.38,深圳
INQ-202507102-002,2,MAT-10049,430.0,个,393.45,然后
INQ-202507102-002,3,MAT-10001,464.0,个,68.8,建设
INQ-202507102-003,1,MAT-10008,432.0,箱,379.06,决定
INQ-202507102-003,2,MAT-10024,312.0,套,463.27,最新
INQ-202507102-003,3,MAT-10040,45.0,件,272.01,学校
INQ-202507103-001,1,MAT-10007,286.0,箱,202.05,这么
INQ-202507103-001,2,MAT-10030,102.0,箱,474.53,下载
INQ-202507103-001,3,MAT-10043,310.0,个,158.08,中文
INQ-202507103-002,1,MAT-10006,146.0,件,232.33,位置
INQ-202507103-002,2,MAT-10016,17.0,个,369.68,基本
INQ-202507103-002,3,MAT-10030,368.0,套,216.77,解决
INQ-202507103-003,1,MAT-10028,331.0,箱,217.21,介绍
INQ-202507103-003,2,MAT-10017,436.0,个,498.98,学习
INQ-202507103-003,3,MAT-10047,52.0,箱,29.99,建设
INQ-202507104-001,1,MAT-10048,308.0,箱,142.21,一下
INQ-202507104-001,2,MAT-10010,246.0,箱,92.9,会员
INQ-202507104-001,3,MAT-10030,184.0,个,337.23,地区
INQ-202507104-002,1,MAT-10018,47.0,个,417.76,其中
INQ-202507104-002,2,MAT-10013,144.0,个,83.55,根据
INQ-202507104-002,3,MAT-10013,437.0,箱,221.91,因此
INQ-202507104-003,1,MAT-10027,479.0,件,401.96,制作
INQ-202507104-003,2,MAT-10029,264.0,个,408.8,会员
INQ-202507104-003,3,MAT-10034,170.0,箱,41.94,这么
INQ-202507105-001,1,MAT-10002,379.0,件,296.57,研究
INQ-202507105-001,2,MAT-10014,276.0,套,179.27,社区
INQ-202507105-001,3,MAT-10009,419.0,个,286.8,地方
INQ-202507105-002,1,MAT-10040,135.0,套,17.23,其实
INQ-202507105-002,2,MAT-10024,134.0,箱,241.95,由于
INQ-202507105-002,3,MAT-10043,135.0,套,340.61,由于
INQ-202507105-003,1,MAT-10022,155.0,件,424.54,是否
INQ-202507105-003,2,MAT-10036,50.0,件,123.7,经营
INQ-202507105-003,3,MAT-10011,453.0,箱,149.74,问题
INQ-202507106-001,1,MAT-10019,493.0,个,81.81,业务
INQ-202507106-001,2,MAT-10032,61.0,件,234.4,可是
INQ-202507106-001,3,MAT-10003,358.0,箱,195.73,因为
INQ-202507106-002,1,MAT-10049,307.0,套,253.78,推荐
INQ-202507106-002,2,MAT-10044,256.0,套,78.18,城市
INQ-202507106-002,3,MAT-10027,213.0,个,339.46,其他
INQ-202507106-003,1,MAT-10049,373.0,个,459.6,表示
INQ-202507106-003,2,MAT-10033,395.0,个,17.96,大小
INQ-202507106-003,3,MAT-10004,310.0,个,161.13,主题
INQ-202507107-001,1,MAT-10008,487.0,件,97.2,女人
INQ-202507107-001,2,MAT-10032,235.0,套,483.59,各种
INQ-202507107-001,3,MAT-10030,41.0,个,337.2,而且
INQ-202507107-002,1,MAT-10036,46.0,个,494.8,使用
INQ-202507107-002,2,MAT-10008,45.0,件,91.49,精华
INQ-202507107-002,3,MAT-10043,450.0,个,48.95,经济
INQ-202507107-003,1,MAT-10018,178.0,箱,13.07,其中
INQ-202507107-003,2,MAT-10041,140.0,件,264.17,一些
INQ-202507107-003,3,MAT-10022,432.0,箱,137.86,空间
INQ-202507108-001,1,MAT-10020,403.0,箱,217.95,影响
INQ-202507108-001,2,MAT-10012,404.0,个,484.57,很多
INQ-202507108-001,3,MAT-10042,284.0,箱,348.73,一般
INQ-202507108-002,1,MAT-10009,227.0,箱,123.64,还有
INQ-202507108-002,2,MAT-10047,86.0,套,109.49,网上
INQ-202507108-002,3,MAT-10012,483.0,套,198.89,地区
INQ-202507108-003,1,MAT-10006,393.0,箱,496.34,生活
INQ-202507108-003,2,MAT-10027,401.0,套,268.98,来源
INQ-202507108-003,3,MAT-10025,388.0,箱,75.16,支持
INQ-202507109-001,1,MAT-10013,116.0,件,294.53,他的
INQ-202507109-001,2,MAT-10035,11.0,箱,71.39,进行
INQ-202507109-001,3,MAT-10047,272.0,箱,103.89,简介
INQ-202507109-002,1,MAT-10043,473.0,件,418.27,经济
INQ-202507109-002,2,MAT-10038,454.0,套,456.05,生活
INQ-202507109-002,3,MAT-10036,476.0,件,452.13,如果
INQ-202507109-003,1,MAT-10043,265.0,箱,386.62,环境
INQ-202507109-003,2,MAT-10019,152.0,套,252.44,研究
INQ-202507109-003,3,MAT-10038,401.0,件,176.23,起来
INQ-202507110-001,1,MAT-10016,321.0,个,361.31,社区
INQ-202507110-001,2,MAT-10012,99.0,套,36.72,出现
INQ-202507110-001,3,MAT-10042,160.0,件,92.49,下载
INQ-202507110-002,1,MAT-10044,309.0,箱,367.15,为什
INQ-202507110-002,2,MAT-10009,407.0,套,284.43,介绍
INQ-202507110-002,3,MAT-10050,495.0,件,432.75,作为
INQ-202507110-003,1,MAT-10027,276.0,个,311.91,根据
INQ-202507110-003,2,MAT-10020,107.0,件,163.32,目前
INQ-202507110-003,3,MAT-10022,427.0,套,49.92,音乐
INQ-202507111-001,1,MAT-10037,139.0,个,111.99,发生
INQ-202507111-001,2,MAT-10006,408.0,件,93.24,新闻
INQ-202507111-001,3,MAT-10031,352.0,套,41.54,学生
INQ-202507111-002,1,MAT-10035,418.0,个,204.84,全国
INQ-202507111-002,2,MAT-10034,269.0,箱,62.6,图片
INQ-202507111-002,3,MAT-10045,139.0,箱,280.72,这里
INQ-202507111-003,1,MAT-10027,176.0,个,390.25,可是
INQ-202507111-003,2,MAT-10015,491.0,件,406.05,社会
INQ-202507111-003,3,MAT-10048,81.0,套,278.84,已经
INQ-202507112-001,1,MAT-10004,104.0,个,60.16,一次
INQ-202507112-001,2,MAT-10036,334.0,套,240.98,所有
INQ-202507112-001,3,MAT-10027,354.0,套,65.41,在线
INQ-202507112-002,1,MAT-10034,16.0,个,33.92,资源
INQ-202507112-002,2,MAT-10004,433.0,件,174.43,环境
INQ-202507112-002,3,MAT-10014,216.0,箱,241.67,联系
INQ-202507112-003,1,MAT-10012,189.0,箱,449.02,女人
INQ-202507112-003,2,MAT-10047,490.0,件,88.61,技术
INQ-202507112-003,3,MAT-10021,416.0,套,402.83,或者
INQ-202507113-001,1,MAT-10040,184.0,个,236.12,现在
INQ-202507113-001,2,MAT-10041,136.0,件,302.55,密码
INQ-202507113-001,3,MAT-10014,208.0,件,37.13,他们
INQ-202507113-002,1,MAT-10046,386.0,套,187.59,一起
INQ-202507113-002,2,MAT-10001,440.0,个,396.74,这种
INQ-202507113-002,3,MAT-10048,297.0,箱,335.94,作为
INQ-202507113-003,1,MAT-10013,350.0,套,407.32,等级
INQ-202507113-003,2,MAT-10003,187.0,套,235.06,直接
INQ-202507113-003,3,MAT-10017,80.0,件,108.34,次数
INQ-202507114-001,1,MAT-10024,497.0,套,161.02,进行
INQ-202507114-001,2,MAT-10043,97.0,个,460.52,回复
INQ-202507114-001,3,MAT-10028,212.0,箱,444.59,标题
INQ-202507114-002,1,MAT-10033,158.0,件,464.02,问题
INQ-202507114-002,2,MAT-10002,352.0,套,33.23,觉得
INQ-202507114-002,3,MAT-10043,106.0,个,102.99,研究
INQ-202507114-003,1,MAT-10003,83.0,箱,22.77,城市
INQ-202507114-003,2,MAT-10050,403.0,箱,291.68,如果
INQ-202507114-003,3,MAT-10024,326.0,个,231.8,国家
INQ-202507115-001,1,MAT-10025,488.0,件,105.29,精华
INQ-202507115-001,2,MAT-10049,85.0,件,211.74,环境
INQ-202507115-001,3,MAT-10027,463.0,套,197.82,增加
INQ-202507115-002,1,MAT-10013,424.0,个,337.51,任何
INQ-202507115-002,2,MAT-10015,259.0,件,176.72,产品
INQ-202507115-002,3,MAT-10005,397.0,箱,228.99,研究
INQ-202507115-003,1,MAT-10031,186.0,个,404.04,阅读
INQ-202507115-003,2,MAT-10037,480.0,个,356.31,之后
INQ-202507115-003,3,MAT-10008,51.0,套,204.03,广告
INQ-202507116-001,1,MAT-10032,490.0,件,199.75,社区
INQ-202507116-001,2,MAT-10038,457.0,套,83.24,正在
INQ-202507116-001,3,MAT-10035,199.0,个,87.53,经验
INQ-202507116-002,1,MAT-10029,462.0,件,247.09,一次
INQ-202507116-002,2,MAT-10007,328.0,箱,125.37,两个
INQ-202507116-002,3,MAT-10026,132.0,件,126.47,完成
INQ-202507116-003,1,MAT-10049,352.0,件,314.87,软件
INQ-202507116-003,2,MAT-10002,493.0,箱,209.96,如何
INQ-202507116-003,3,MAT-10037,59.0,个,308.14,次数
INQ-202507117-001,1,MAT-10007,497.0,个,319.11,成功
INQ-202507117-001,2,MAT-10003,496.0,个,252.97,已经
INQ-202507117-001,3,MAT-10048,270.0,件,49.62,这里
INQ-202507117-002,1,MAT-10048,447.0,个,242.28,一定
INQ-202507117-002,2,MAT-10010,172.0,件,154.93,不要
INQ-202507117-002,3,MAT-10045,400.0,箱,206.39,以下
INQ-202507117-003,1,MAT-10047,379.0,套,459.28,合作
INQ-202507117-003,2,MAT-10040,34.0,件,188.08,可以
INQ-202507117-003,3,MAT-10016,431.0,套,134.16,一样
INQ-202507118-001,1,MAT-10009,378.0,件,160.45,标准
INQ-202507118-001,2,MAT-10039,329.0,个,477.2,决定
INQ-202507118-001,3,MAT-10017,378.0,件,81.6,朋友
INQ-202507118-002,1,MAT-10010,94.0,套,16.33,开发
INQ-202507118-002,2,MAT-10022,18.0,个,431.85,提高
INQ-202507118-002,3,MAT-10027,97.0,套,70.84,拥有
INQ-202507118-003,1,MAT-10042,383.0,套,433.75,标题
INQ-202507118-003,2,MAT-10018,158.0,个,138.93,下载
INQ-202507118-003,3,MAT-10037,174.0,箱,295.91,人民
INQ-202507119-001,1,MAT-10036,419.0,件,255.33,要求
INQ-202507119-001,2,MAT-10025,329.0,套,151.32,全部
INQ-202507119-001,3,MAT-10008,167.0,个,348.26,一下
INQ-202507119-002,1,MAT-10004,228.0,个,288.26,那么
INQ-202507119-002,2,MAT-10006,225.0,箱,144.6,手机
INQ-202507119-002,3,MAT-10037,185.0,套,335.11,感觉
INQ-202507119-003,1,MAT-10021,45.0,件,442.76,密码
INQ-202507119-003,2,MAT-10048,372.0,个,390.18,为什
INQ-202507119-003,3,MAT-10008,189.0,件,386.18,介绍
INQ-202507120-001,1,MAT-10049,311.0,件,314.11,参加
INQ-202507120-001,2,MAT-10048,292.0,套,101.83,通过
INQ-202507120-001,3,MAT-10021,381.0,个,219.22,孩子
INQ-202507120-002,1,MAT-10034,104.0,件,137.64,准备
INQ-202507120-002,2,MAT-10023,56.0,件,126.87,电脑
INQ-202507120-002,3,MAT-10027,87.0,件,16.66,一定
INQ-202507120-003,1,MAT-10050,70.0,件,104.42,地方
INQ-202507120-003,2,MAT-10020,480.0,件,429.27,不断
INQ-202507120-003,3,MAT-10037,74.0,箱,207.45,一样
INQ-202507121-001,1,MAT-10016,406.0,个,368.61,留言
INQ-202507121-001,2,MAT-10033,34.0,套,167.05,活动
INQ-202507121-001,3,MAT-10026,292.0,箱,121.25,都是
INQ-202507121-002,1,MAT-10004,60.0,个,377.84,经济
INQ-202507121-002,2,MAT-10003,416.0,箱,301.71,相关
INQ-202507121-002,3,MAT-10030,41.0,箱,166.57,文化
INQ-202507121-003,1,MAT-10015,345.0,件,483.43,语言
INQ-202507121-003,2,MAT-10037,200.0,件,360.32,过程
INQ-202507121-003,3,MAT-10026,286.0,箱,86.55,生活
INQ-202507122-001,1,MAT-10009,157.0,件,211.32,直接
INQ-202507122-001,2,MAT-10041,217.0,箱,469.36,学生
INQ-202507122-001,3,MAT-10034,320.0,件,164.13,只是
INQ-202507122-002,1,MAT-10014,488.0,箱,342.08,发布
INQ-202507122-002,2,MAT-10040,315.0,个,476.4,他的
INQ-202507122-002,3,MAT-10010,217.0,套,381.72,记者
INQ-202507122-003,1,MAT-10033,361.0,个,17.11,企业
INQ-202507122-003,2,MAT-10047,347.0,箱,218.48,那个
INQ-202507122-003,3,MAT-10027,379.0,个,406.64,位置
INQ-202507123-001,1,MAT-10045,297.0,个,119.17,根据
INQ-202507123-001,2,MAT-10017,129.0,箱,421.62,喜欢
INQ-202507123-001,3,MAT-10039,203.0,件,387.24,发展
INQ-202507123-002,1,MAT-10022,137.0,箱,300.11,一个
INQ-202507123-002,2,MAT-10045,279.0,套,17.42,系列
INQ-202507123-002,3,MAT-10045,451.0,个,492.16,作品
INQ-202507123-003,1,MAT-10036,400.0,个,261.83,历史
INQ-202507123-003,2,MAT-10014,11.0,个,50.06,其中
INQ-202507123-003,3,MAT-10041,237.0,套,76.16,重要
INQ-202507124-001,1,MAT-10047,77.0,箱,142.01,自己
INQ-202507124-001,2,MAT-10002,294.0,箱,392.13,任何
INQ-202507124-001,3,MAT-10037,65.0,件,145.53,非常
INQ-202507124-002,1,MAT-10028,126.0,箱,252.96,什么
INQ-202507124-002,2,MAT-10021,142.0,箱,372.42,以及
INQ-202507124-002,3,MAT-10021,395.0,件,92.22,日期
INQ-202507124-003,1,MAT-10003,409.0,套,453.36,东西
INQ-202507124-003,2,MAT-10044,457.0,箱,107.22,程序
INQ-202507124-003,3,MAT-10036,381.0,套,494.12,最大
INQ-202507125-001,1,MAT-10046,321.0,个,377.74,这里
INQ-202507125-001,2,MAT-10050,36.0,套,117.96,准备
INQ-202507125-001,3,MAT-10048,442.0,套,293.21,任何
INQ-202507125-002,1,MAT-10004,213.0,套,465.95,回复
INQ-202507125-002,2,MAT-10003,169.0,件,343.43,只要
INQ-202507125-002,3,MAT-10034,243.0,套,257.4,不同
INQ-202507125-003,1,MAT-10014,409.0,个,341.85,人民
INQ-202507125-003,2,MAT-10028,405.0,箱,212.43,大小
INQ-202507125-003,3,MAT-10043,431.0,件,336.82,方法
INQ-202507126-001,1,MAT-10041,67.0,件,299.84,一样
INQ-202507126-001,2,MAT-10036,255.0,箱,144.62,记者
INQ-202507126-001,3,MAT-10010,222.0,件,287.71,电影
INQ-202507126-002,1,MAT-10038,31.0,个,359.47,责任
INQ-202507126-002,2,MAT-10008,367.0,套,384.66,项目
INQ-202507126-002,3,MAT-10034,242.0,个,60.07,发生
INQ-202507126-003,1,MAT-10031,210.0,件,456.04,喜欢
INQ-202507126-003,2,MAT-10004,448.0,箱,108.14,手机
INQ-202507126-003,3,MAT-10019,408.0,件,356.53,可能
INQ-202507127-001,1,MAT-10016,256.0,箱,330.26,首页
INQ-202507127-001,2,MAT-10029,184.0,个,401.55,你们
INQ-202507127-001,3,MAT-10026,409.0,套,404.23,结果
INQ-202507127-002,1,MAT-10047,303.0,箱,319.5,中心
INQ-202507127-002,2,MAT-10026,437.0,个,235.56,这些
INQ-202507127-002,3,MAT-10021,408.0,个,287.59,内容
INQ-202507127-003,1,MAT-10015,356.0,箱,497.77,积分
INQ-202507127-003,2,MAT-10041,428.0,套,120.22,今天
INQ-202507127-003,3,MAT-10013,298.0,套,174.95,情况
INQ-202507128-001,1,MAT-10033,447.0,箱,263.94,时间
INQ-202507128-001,2,MAT-10044,355.0,套,384.56,当然
INQ-202507128-001,3,MAT-10001,113.0,件,285.19,进行
INQ-202507128-002,1,MAT-10044,318.0,箱,386.12,以及
INQ-202507128-002,2,MAT-10014,83.0,个,172.39,那么
INQ-202507128-002,3,MAT-10033,390.0,箱,57.47,非常
INQ-202507128-003,1,MAT-10009,488.0,件,208.09,电话
INQ-202507128-003,2,MAT-10047,266.0,件,32.62,个人
INQ-202507128-003,3,MAT-10001,490.0,个,198.39,经营
INQ-202507129-001,1,MAT-10039,306.0,件,348.05,都是
INQ-202507129-001,2,MAT-10004,60.0,套,292.63,相关
INQ-202507129-001,3,MAT-10031,121.0,箱,478.34,同时
INQ-202507129-002,1,MAT-10032,49.0,件,316.06,作为
INQ-202507129-002,2,MAT-10043,33.0,个,458.61,这里
INQ-202507129-002,3,MAT-10007,483.0,个,31.75,有限
INQ-202507129-003,1,MAT-10015,71.0,个,421.61,类别
INQ-202507129-003,2,MAT-10006,65.0,个,99.78,实现
INQ-202507129-003,3,MAT-10023,25.0,套,366.18,的人
INQ-202507130-001,1,MAT-10044,200.0,套,413.55,目前
INQ-202507130-001,2,MAT-10029,115.0,件,448.36,本站
INQ-202507130-001,3,MAT-10010,440.0,箱,56.47,以上
INQ-202507130-002,1,MAT-10002,103.0,箱,389.7,单位
INQ-202507130-002,2,MAT-10018,192.0,个,127.97,的人
INQ-202507130-002,3,MAT-10013,179.0,件,321.21,经验
INQ-202507130-003,1,MAT-10033,346.0,箱,295.92,责任
INQ-202507130-003,2,MAT-10023,239.0,套,389.86,销售
INQ-202507130-003,3,MAT-10030,375.0,个,183.17,管理
INQ-202507131-001,1,MAT-10041,304.0,个,31.54,国家
INQ-202507131-001,2,MAT-10043,67.0,件,222.21,如何
INQ-202507131-001,3,MAT-10036,65.0,个,208.82,今天
INQ-202507131-002,1,MAT-10035,70.0,个,258.12,那些
INQ-202507131-002,2,MAT-10038,116.0,件,110.92,能力
INQ-202507131-002,3,MAT-10016,323.0,箱,131.75,基本
INQ-202507131-003,1,MAT-10029,478.0,套,30.54,还有
INQ-202507131-003,2,MAT-10045,368.0,箱,17.53,可是
INQ-202507131-003,3,MAT-10003,290.0,套,300.56,参加
INQ-202507132-001,1,MAT-10008,59.0,箱,349.75,商品
INQ-202507132-001,2,MAT-10002,407.0,箱,438.89,社区
INQ-202507132-001,3,MAT-10027,168.0,个,190.74,什么
INQ-202507132-002,1,MAT-10006,105.0,件,163.22,表示
INQ-202507132-002,2,MAT-10048,182.0,套,220.94,最后
INQ-202507132-002,3,MAT-10014,181.0,件,259.08,相关
INQ-202507132-003,1,MAT-10038,413.0,套,76.11,有些
INQ-202507132-003,2,MAT-10039,232.0,件,80.23,功能
INQ-202507132-003,3,MAT-10008,450.0,箱,175.43,帮助
INQ-202507133-001,1,MAT-10035,326.0,件,166.87,结果
INQ-202507133-001,2,MAT-10031,37.0,套,236.24,主题
INQ-202507133-001,3,MAT-10041,96.0,个,56.75,进行
INQ-202507133-002,1,MAT-10004,208.0,个,108.14,任何
INQ-202507133-002,2,MAT-10036,28.0,箱,242.04,可以
INQ-202507133-002,3,MAT-10019,345.0,个,300.78,今天
INQ-202507133-003,1,MAT-10010,210.0,箱,316.49,对于
INQ-202507133-003,2,MAT-10042,29.0,箱,181.13,那些
INQ-202507133-003,3,MAT-10030,453.0,套,11.88,环境
INQ-202507134-001,1,MAT-10046,29.0,套,252.0,不过
INQ-202507134-001,2,MAT-10031,37.0,箱,310.66,一直
INQ-202507134-001,3,MAT-10009,141.0,个,125.91,注意
INQ-202507134-002,1,MAT-10015,63.0,箱,481.35,朋友
INQ-202507134-002,2,MAT-10007,367.0,个,375.36,男人
INQ-202507134-002,3,MAT-10011,336.0,件,453.12,提供
INQ-202507134-003,1,MAT-10043,445.0,箱,347.78,系列
INQ-202507134-003,2,MAT-10039,334.0,个,44.23,发展
INQ-202507134-003,3,MAT-10030,195.0,件,175.89,方式
INQ-202507135-001,1,MAT-10025,187.0,件,347.4,大家
INQ-202507135-001,2,MAT-10005,361.0,个,103.47,继续
INQ-202507135-001,3,MAT-10002,145.0,个,295.01,可是
INQ-202507135-002,1,MAT-10044,55.0,件,473.02,您的
INQ-202507135-002,2,MAT-10020,147.0,个,321.79,技术
INQ-202507135-002,3,MAT-10016,129.0,套,80.96,影响
INQ-202507135-003,1,MAT-10050,149.0,箱,420.73,同时
INQ-202507135-003,2,MAT-10033,113.0,个,73.67,解决
INQ-202507135-003,3,MAT-10048,112.0,个,108.87,主题
INQ-202507136-001,1,MAT-10027,348.0,个,177.57,部分
INQ-202507136-001,2,MAT-10039,325.0,套,75.05,设备
INQ-202507136-001,3,MAT-10015,17.0,个,36.21,阅读
INQ-202507136-002,1,MAT-10008,279.0,个,307.72,对于
INQ-202507136-002,2,MAT-10012,227.0,箱,129.05,觉得
INQ-202507136-002,3,MAT-10028,344.0,个,168.85,这样
INQ-202507136-003,1,MAT-10028,206.0,箱,146.2,觉得
INQ-202507136-003,2,MAT-10014,121.0,箱,495.56,经营
INQ-202507136-003,3,MAT-10036,25.0,套,321.18,服务
INQ-202507137-001,1,MAT-10030,419.0,件,360.75,企业
INQ-202507137-001,2,MAT-10028,328.0,件,318.01,不要
INQ-202507137-001,3,MAT-10005,383.0,件,163.21,而且
INQ-202507137-002,1,MAT-10034,22.0,套,112.88,广告
INQ-202507137-002,2,MAT-10043,382.0,套,178.37,经济
INQ-202507137-002,3,MAT-10032,207.0,箱,488.64,不能
INQ-202507137-003,1,MAT-10026,174.0,件,72.99,原因
INQ-202507137-003,2,MAT-10015,163.0,套,200.7,通过
INQ-202507137-003,3,MAT-10032,136.0,套,169.34,结果
INQ-202507138-001,1,MAT-10023,470.0,套,354.7,应该
INQ-202507138-001,2,MAT-10029,497.0,箱,323.51,更多
INQ-202507138-001,3,MAT-10012,476.0,件,109.29,中国
INQ-202507138-002,1,MAT-10047,84.0,件,325.16,单位
INQ-202507138-002,2,MAT-10033,387.0,箱,107.25,虽然
INQ-202507138-002,3,MAT-10047,388.0,套,279.71,看到
INQ-202507138-003,1,MAT-10004,260.0,件,372.71,价格
INQ-202507138-003,2,MAT-10031,286.0,箱,397.98,进入
INQ-202507138-003,3,MAT-10041,37.0,箱,442.4,服务
INQ-202507139-001,1,MAT-10002,308.0,套,402.26,标题
INQ-202507139-001,2,MAT-10032,367.0,个,488.32,这个
INQ-202507139-001,3,MAT-10010,122.0,套,269.69,部分
INQ-202507139-002,1,MAT-10035,15.0,个,174.61,其他
INQ-202507139-002,2,MAT-10035,272.0,套,263.19,具有
INQ-202507139-002,3,MAT-10009,233.0,个,122.97,都是
INQ-202507139-003,1,MAT-10006,298.0,套,177.03,在线
INQ-202507139-003,2,MAT-10032,128.0,箱,96.12,质量
INQ-202507139-003,3,MAT-10009,207.0,件,448.46,的人
INQ-202507140-001,1,MAT-10027,275.0,个,314.65,正在
INQ-202507140-001,2,MAT-10041,380.0,套,46.04,学习
INQ-202507140-001,3,MAT-10010,202.0,件,27.82,国家
INQ-202507140-002,1,MAT-10027,208.0,件,388.94,谢谢
INQ-202507140-002,2,MAT-10006,243.0,件,179.26,北京
INQ-202507140-002,3,MAT-10022,189.0,个,41.49,规定
INQ-202507140-003,1,MAT-10041,51.0,套,139.06,社区
INQ-202507140-003,2,MAT-10029,44.0,件,170.05,单位
INQ-202507140-003,3,MAT-10019,449.0,套,131.42,东西
INQ-202507141-001,1,MAT-10027,412.0,套,123.84,出现
INQ-202507141-001,2,MAT-10037,259.0,个,373.95,你的
INQ-202507141-001,3,MAT-10033,493.0,箱,289.24,社会
INQ-202507141-002,1,MAT-10011,199.0,箱,228.88,根据
INQ-202507141-002,2,MAT-10021,81.0,箱,287.75,不能
INQ-202507141-002,3,MAT-10012,133.0,箱,378.02,精华
INQ-202507141-003,1,MAT-10006,318.0,件,336.49,大小
INQ-202507141-003,2,MAT-10034,205.0,件,238.71,欢迎
INQ-202507141-003,3,MAT-10035,101.0,件,190.29,更多
INQ-202507142-001,1,MAT-10039,253.0,个,51.28,得到
INQ-202507142-001,2,MAT-10040,12.0,个,228.34,规定
INQ-202507142-001,3,MAT-10003,160.0,箱,434.49,当然
INQ-202507142-002,1,MAT-10017,264.0,套,290.91,学习
INQ-202507142-002,2,MAT-10014,137.0,箱,315.54,欢迎
INQ-202507142-002,3,MAT-10001,139.0,件,28.0,程序
INQ-202507142-003,1,MAT-10037,368.0,箱,193.5,男人
INQ-202507142-003,2,MAT-10001,165.0,套,46.42,应该
INQ-202507142-003,3,MAT-10023,468.0,件,408.28,一样
INQ-202507143-001,1,MAT-10020,420.0,件,406.5,以后
INQ-202507143-001,2,MAT-10011,263.0,个,295.27,位置
INQ-202507143-001,3,MAT-10020,182.0,个,285.23,其中
INQ-202507143-002,1,MAT-10049,247.0,套,384.21,到了
INQ-202507143-002,2,MAT-10012,45.0,件,481.89,过程
INQ-202507143-002,3,MAT-10004,220.0,件,363.32,已经
INQ-202507143-003,1,MAT-10004,226.0,箱,484.08,进入
INQ-202507143-003,2,MAT-10046,364.0,套,69.86,任何
INQ-202507143-003,3,MAT-10006,127.0,箱,474.27,特别
INQ-202507144-001,1,MAT-10029,310.0,个,34.49,点击
INQ-202507144-001,2,MAT-10013,68.0,箱,65.39,他们
INQ-202507144-001,3,MAT-10044,61.0,箱,415.82,推荐
INQ-202507144-002,1,MAT-10013,173.0,箱,200.47,个人
INQ-202507144-002,2,MAT-10016,293.0,箱,346.08,已经
INQ-202507144-002,3,MAT-10035,358.0,箱,55.17,发生
