quotation_id,item_no,inquiry_item_id,material_id,quotation_quantity,unit_price,discount_rate,item_amount,unit
QUO-202507168-001,2,INQ-202507168-001-2,MAT-10007,179.0,212.5,0.02,38037.5,件
QUO-202507168-001,3,INQ-202507168-001-3,MAT-10026,28.0,291.18,0.1,8153.04,箱
QUO-202507168-002,1,INQ-202507168-002-1,MAT-10005,146.0,72.33,0.04,10560.18,个
QUO-202507168-002,2,INQ-202507168-002-2,MAT-10013,165.0,161.66,0.06,26673.9,套
QUO-202507168-002,3,INQ-202507168-002-3,MAT-10049,161.0,134.0,0.15,21574.0,套
QUO-202507168-003,1,INQ-202507168-003-1,MAT-10009,87.0,138.96,0.06,12089.52,箱
QUO-202507168-003,2,INQ-202507168-003-2,MAT-10037,154.0,180.64,0.13,27818.56,箱
QUO-202507168-003,3,INQ-202507168-003-3,MAT-10037,58.0,92.3,0.14,5353.4,箱
QUO-202507169-001,1,INQ-202507169-001-1,MAT-10050,86.0,220.57,0.06,18969.02,套
QUO-202507169-001,2,INQ-202507169-001-2,MAT-10006,32.0,143.3,0.06,4585.6,件
QUO-202507169-001,3,INQ-202507169-001-3,MAT-10043,40.0,101.28,0.04,4051.2,件
QUO-202507169-002,1,INQ-202507169-002-1,MAT-10002,64.0,174.31,0.12,11155.84,套
QUO-202507169-002,2,INQ-202507169-002-2,MAT-10035,113.0,293.73,0.09,33191.49,套
QUO-202507169-002,3,INQ-202507169-002-3,MAT-10026,47.0,70.46,0.12,3311.62,箱
QUO-202507169-003,1,INQ-202507169-003-1,MAT-10026,174.0,68.61,0.04,11938.14,套
QUO-202507169-003,2,INQ-202507169-003-2,MAT-10018,142.0,298.29,0.14,42357.18,件
QUO-202507169-003,3,INQ-202507169-003-3,MAT-10047,65.0,162.01,0.02,10530.65,箱
QUO-202507170-001,1,INQ-202507170-001-1,MAT-10034,197.0,187.06,0.09,36850.82,个
QUO-202507170-001,2,INQ-202507170-001-2,MAT-10028,140.0,120.17,0.03,16823.8,套
QUO-202507170-001,3,INQ-202507170-001-3,MAT-10003,60.0,168.51,0.13,10110.6,件
QUO-202507170-002,1,INQ-202507170-002-1,MAT-10015,32.0,73.99,0.03,2367.68,个
QUO-202507170-002,2,INQ-202507170-002-2,MAT-10004,82.0,141.66,0.14,11616.12,箱
QUO-202507170-002,3,INQ-202507170-002-3,MAT-10043,86.0,257.34,0.07,22131.24,套
QUO-202507170-003,1,INQ-202507170-003-1,MAT-10040,24.0,249.46,0.14,5987.04,套
QUO-202507170-003,2,INQ-202507170-003-2,MAT-10007,128.0,263.82,0.15,33768.96,个
QUO-202507170-003,3,INQ-202507170-003-3,MAT-10008,163.0,160.68,0.04,26190.84,个
QUO-202507171-001,1,INQ-202507171-001-1,MAT-10041,175.0,66.69,0.12,11670.75,套
QUO-202507171-001,2,INQ-202507171-001-2,MAT-10033,6.0,240.12,0.04,1440.72,箱
QUO-202507171-001,3,INQ-202507171-001-3,MAT-10041,131.0,270.48,0.01,35432.88,套
QUO-202507171-002,1,INQ-202507171-002-1,MAT-10048,101.0,112.53,0.1,11365.53,件
QUO-202507171-002,2,INQ-202507171-002-2,MAT-10002,100.0,200.89,0.0,20089.0,个
QUO-202507171-002,3,INQ-202507171-002-3,MAT-10039,7.0,137.27,0.05,960.89,套
QUO-202507171-003,1,INQ-202507171-003-1,MAT-10031,69.0,98.77,0.11,6815.13,件
QUO-202507171-003,2,INQ-202507171-003-2,MAT-10021,101.0,96.3,0.09,9726.3,件
QUO-202507171-003,3,INQ-202507171-003-3,MAT-10033,180.0,96.39,0.11,17350.2,箱
QUO-202507172-001,1,INQ-202507172-001-1,MAT-10003,143.0,60.32,0.02,8625.76,个
QUO-202507172-001,2,INQ-202507172-001-2,MAT-10035,112.0,100.78,0.14,11287.36,箱
QUO-202507172-001,3,INQ-202507172-001-3,MAT-10042,140.0,219.85,0.02,30779.0,箱
QUO-202507172-002,1,INQ-202507172-002-1,MAT-10001,186.0,273.58,0.15,50885.88,箱
QUO-202507172-002,2,INQ-202507172-002-2,MAT-10046,160.0,285.87,0.09,45739.2,个
QUO-202507172-002,3,INQ-202507172-002-3,MAT-10049,195.0,128.17,0.0,24993.15,件
QUO-202507172-003,1,INQ-202507172-003-1,MAT-10044,59.0,188.43,0.1,11117.37,箱
QUO-202507172-003,2,INQ-202507172-003-2,MAT-10008,164.0,234.51,0.0,38459.64,箱
QUO-202507172-003,3,INQ-202507172-003-3,MAT-10034,188.0,67.12,0.03,12618.56,套
QUO-202507173-001,1,INQ-202507173-001-1,MAT-10022,125.0,269.74,0.12,33717.5,箱
QUO-202507173-001,2,INQ-202507173-001-2,MAT-10037,33.0,120.18,0.09,3965.94,件
QUO-202507173-001,3,INQ-202507173-001-3,MAT-10024,176.0,115.32,0.01,20296.32,套
QUO-202507173-002,1,INQ-202507173-002-1,MAT-10017,98.0,292.03,0.03,28618.94,套
QUO-202507173-002,2,INQ-202507173-002-2,MAT-10038,115.0,118.54,0.12,13632.1,件
QUO-202507173-002,3,INQ-202507173-002-3,MAT-10033,40.0,193.7,0.09,7748.0,个
QUO-202507173-003,1,INQ-202507173-003-1,MAT-10045,14.0,179.94,0.15,2519.16,箱
QUO-202507173-003,2,INQ-202507173-003-2,MAT-10047,87.0,87.37,0.0,7601.19,件
QUO-202507173-003,3,INQ-202507173-003-3,MAT-10021,22.0,71.81,0.09,1579.82,件
QUO-202507174-001,1,INQ-202507174-001-1,MAT-10034,42.0,239.07,0.01,10040.94,件
QUO-202507174-001,2,INQ-202507174-001-2,MAT-10034,168.0,125.36,0.06,21060.48,个
QUO-202507174-001,3,INQ-202507174-001-3,MAT-10041,196.0,100.15,0.08,19629.4,套
QUO-202507174-002,1,INQ-202507174-002-1,MAT-10049,17.0,116.55,0.01,1981.35,件
QUO-202507174-002,2,INQ-202507174-002-2,MAT-10050,195.0,228.89,0.05,44633.55,箱
QUO-202507174-002,3,INQ-202507174-002-3,MAT-10010,87.0,252.37,0.13,21956.19,箱
QUO-202507174-003,1,INQ-202507174-003-1,MAT-10022,174.0,58.92,0.15,10252.08,个
QUO-202507174-003,2,INQ-202507174-003-2,MAT-10019,138.0,245.9,0.12,33934.2,件
QUO-202507174-003,3,INQ-202507174-003-3,MAT-10039,125.0,270.79,0.15,33848.75,件
QUO-202507175-001,1,INQ-202507175-001-1,MAT-10019,187.0,261.78,0.09,48952.86,套
QUO-202507175-001,2,INQ-202507175-001-2,MAT-10004,9.0,216.72,0.02,1950.48,件
QUO-202507175-001,3,INQ-202507175-001-3,MAT-10046,7.0,278.43,0.08,1949.01,个
QUO-202507175-002,1,INQ-202507175-002-1,MAT-10021,15.0,77.64,0.12,1164.6,个
QUO-202507175-002,2,INQ-202507175-002-2,MAT-10033,153.0,181.32,0.06,27741.96,件
QUO-202507175-002,3,INQ-202507175-002-3,MAT-10020,33.0,98.5,0.14,3250.5,箱
QUO-202507175-003,1,INQ-202507175-003-1,MAT-10003,47.0,228.72,0.11,10749.84,箱
QUO-202507175-003,2,INQ-202507175-003-2,MAT-10030,29.0,203.22,0.09,5893.38,件
QUO-202507175-003,3,INQ-202507175-003-3,MAT-10006,170.0,97.32,0.04,16544.4,套
QUO-202507176-001,1,INQ-202507176-001-1,MAT-10029,113.0,160.53,0.03,18139.89,箱
QUO-202507176-001,2,INQ-202507176-001-2,MAT-10048,184.0,76.57,0.1,14088.88,个
QUO-202507176-001,3,INQ-202507176-001-3,MAT-10044,162.0,279.69,0.01,45309.78,个
QUO-202507176-002,1,INQ-202507176-002-1,MAT-10038,95.0,60.27,0.07,5725.65,件
QUO-202507176-002,2,INQ-202507176-002-2,MAT-10027,99.0,232.11,0.13,22978.89,箱
QUO-202507176-002,3,INQ-202507176-002-3,MAT-10025,200.0,171.4,0.11,34280.0,套
QUO-202507176-003,1,INQ-202507176-003-1,MAT-10035,105.0,148.01,0.1,15541.05,个
QUO-202507176-003,2,INQ-202507176-003-2,MAT-10036,152.0,291.21,0.01,44263.92,件
QUO-202507176-003,3,INQ-202507176-003-3,MAT-10028,180.0,132.38,0.06,23828.4,件
QUO-202507177-001,1,INQ-202507177-001-1,MAT-10044,62.0,124.64,0.12,7727.68,套
QUO-202507177-001,2,INQ-202507177-001-2,MAT-10027,134.0,154.45,0.12,20696.3,套
QUO-202507177-001,3,INQ-202507177-001-3,MAT-10002,151.0,170.2,0.12,25700.2,件
QUO-202507177-002,1,INQ-202507177-002-1,MAT-10041,25.0,264.8,0.02,6620.0,套
QUO-202507177-002,2,INQ-202507177-002-2,MAT-10005,192.0,91.46,0.11,17560.32,件
QUO-202507177-002,3,INQ-202507177-002-3,MAT-10039,8.0,157.98,0.1,1263.84,个
QUO-202507177-003,1,INQ-202507177-003-1,MAT-10040,117.0,155.89,0.02,18239.13,个
QUO-202507177-003,2,INQ-202507177-003-2,MAT-10015,96.0,218.16,0.04,20943.36,件
QUO-202507177-003,3,INQ-202507177-003-3,MAT-10033,148.0,275.77,0.05,40813.96,个
QUO-202507178-001,1,INQ-202507178-001-1,MAT-10017,80.0,187.36,0.02,14988.8,套
QUO-202507178-001,2,INQ-202507178-001-2,MAT-10038,118.0,258.51,0.01,30504.18,件
QUO-202507178-001,3,INQ-202507178-001-3,MAT-10038,122.0,117.24,0.09,14303.28,套
QUO-202507178-002,1,INQ-202507178-002-1,MAT-10030,155.0,93.42,0.14,14480.1,套
QUO-202507178-002,2,INQ-202507178-002-2,MAT-10032,104.0,180.23,0.08,18743.92,件
QUO-202507178-002,3,INQ-202507178-002-3,MAT-10003,101.0,72.43,0.08,7315.43,件
QUO-202507178-003,1,INQ-202507178-003-1,MAT-10004,45.0,197.46,0.13,8885.7,个
QUO-202507178-003,2,INQ-202507178-003-2,MAT-10042,140.0,169.55,0.07,23737.0,件
QUO-202507178-003,3,INQ-202507178-003-3,MAT-10042,117.0,63.78,0.04,7462.26,套
QUO-202507179-001,1,INQ-202507179-001-1,MAT-10007,194.0,183.38,0.12,35575.72,件
QUO-202507179-001,2,INQ-202507179-001-2,MAT-10031,181.0,228.39,0.14,41338.59,个
QUO-202507179-001,3,INQ-202507179-001-3,MAT-10016,103.0,111.38,0.15,11472.14,套
QUO-202507179-002,1,INQ-202507179-002-1,MAT-10026,63.0,253.96,0.08,15999.48,件
QUO-202507179-002,2,INQ-202507179-002-2,MAT-10009,20.0,286.87,0.09,5737.4,件
QUO-202507179-002,3,INQ-202507179-002-3,MAT-10001,50.0,187.91,0.08,9395.5,个
QUO-202507179-003,1,INQ-202507179-003-1,MAT-10003,19.0,126.12,0.08,2396.28,个
QUO-202507179-003,2,INQ-202507179-003-2,MAT-10037,80.0,256.91,0.12,20552.8,件
QUO-202507179-003,3,INQ-202507179-003-3,MAT-10047,95.0,292.0,0.13,27740.0,套
QUO-202507180-001,1,INQ-202507180-001-1,MAT-10007,89.0,255.09,0.14,22703.01,套
QUO-202507180-001,2,INQ-202507180-001-2,MAT-10050,169.0,149.77,0.15,25311.13,件
QUO-202507180-001,3,INQ-202507180-001-3,MAT-10027,55.0,279.28,0.01,15360.4,套
QUO-202507180-002,1,INQ-202507180-002-1,MAT-10033,125.0,160.49,0.02,20061.25,套
QUO-202507180-002,2,INQ-202507180-002-2,MAT-10038,33.0,260.95,0.05,8611.35,件
QUO-202507180-002,3,INQ-202507180-002-3,MAT-10012,196.0,76.71,0.11,15035.16,件
QUO-202507180-003,1,INQ-202507180-003-1,MAT-10035,85.0,69.54,0.13,5910.9,件
QUO-202507180-003,2,INQ-202507180-003-2,MAT-10031,168.0,75.3,0.05,12650.4,套
QUO-202507180-003,3,INQ-202507180-003-3,MAT-10010,94.0,201.99,0.01,18987.06,件
QUO-202507181-001,1,INQ-202507181-001-1,MAT-10002,142.0,83.85,0.07,11906.7,箱
QUO-202507181-001,2,INQ-202507181-001-2,MAT-10015,200.0,122.79,0.02,24558.0,套
QUO-202507181-001,3,INQ-202507181-001-3,MAT-10020,142.0,151.34,0.05,21490.28,个
QUO-202507181-002,1,INQ-202507181-002-1,MAT-10001,38.0,123.9,0.1,4708.2,箱
QUO-202507181-002,2,INQ-202507181-002-2,MAT-10050,138.0,263.01,0.14,36295.38,个
QUO-202507181-002,3,INQ-202507181-002-3,MAT-10001,155.0,243.73,0.07,37778.15,件
QUO-202507181-003,1,INQ-202507181-003-1,MAT-10019,17.0,121.16,0.01,2059.72,件
QUO-202507181-003,2,INQ-202507181-003-2,MAT-10048,76.0,272.35,0.08,20698.6,箱
QUO-202507181-003,3,INQ-202507181-003-3,MAT-10049,66.0,252.45,0.05,16661.7,套
QUO-202507182-001,1,INQ-202507182-001-1,MAT-10026,44.0,193.03,0.09,8493.32,套
QUO-202507182-001,2,INQ-202507182-001-2,MAT-10032,103.0,277.78,0.08,28611.34,个
QUO-202507182-001,3,INQ-202507182-001-3,MAT-10028,73.0,94.56,0.05,6902.88,套
QUO-202507182-002,1,INQ-202507182-002-1,MAT-10039,169.0,100.97,0.15,17063.93,个
QUO-202507182-002,2,INQ-202507182-002-2,MAT-10020,96.0,114.49,0.05,10991.04,套
QUO-202507182-002,3,INQ-202507182-002-3,MAT-10024,129.0,292.63,0.12,37749.27,箱
QUO-202507182-003,1,INQ-202507182-003-1,MAT-10036,176.0,196.57,0.07,34596.32,件
QUO-202507182-003,2,INQ-202507182-003-2,MAT-10003,82.0,122.44,0.07,10040.08,个
QUO-202507182-003,3,INQ-202507182-003-3,MAT-10012,7.0,239.32,0.09,1675.24,个
QUO-202507183-001,1,INQ-202507183-001-1,MAT-10038,155.0,96.49,0.07,14955.95,套
QUO-202507183-001,2,INQ-202507183-001-2,MAT-10021,175.0,133.43,0.01,23350.25,箱
QUO-202507183-001,3,INQ-202507183-001-3,MAT-10028,153.0,74.56,0.14,11407.68,套
QUO-202507183-002,1,INQ-202507183-002-1,MAT-10002,155.0,206.9,0.1,32069.5,件
QUO-202507183-002,2,INQ-202507183-002-2,MAT-10007,49.0,101.3,0.0,4963.7,件
QUO-202507183-002,3,INQ-202507183-002-3,MAT-10021,124.0,226.35,0.04,28067.4,箱
QUO-202507183-003,1,INQ-202507183-003-1,MAT-10030,59.0,243.56,0.11,14370.04,件
QUO-202507183-003,2,INQ-202507183-003-2,MAT-10023,55.0,134.15,0.11,7378.25,箱
QUO-202507183-003,3,INQ-202507183-003-3,MAT-10008,129.0,192.56,0.12,24840.24,箱
QUO-202507184-001,1,INQ-202507184-001-1,MAT-10020,149.0,220.76,0.12,32893.24,件
QUO-202507184-001,2,INQ-202507184-001-2,MAT-10050,52.0,72.03,0.11,3745.56,套
QUO-202507184-001,3,INQ-202507184-001-3,MAT-10033,63.0,135.99,0.03,8567.37,件
QUO-202507184-002,1,INQ-202507184-002-1,MAT-10046,166.0,246.67,0.14,40947.22,个
QUO-202507184-002,2,INQ-202507184-002-2,MAT-10005,94.0,128.69,0.03,12096.86,箱
QUO-202507184-002,3,INQ-202507184-002-3,MAT-10024,101.0,261.52,0.13,26413.52,箱
QUO-202507184-003,1,INQ-202507184-003-1,MAT-10007,129.0,124.21,0.03,16023.09,套
QUO-202507184-003,2,INQ-202507184-003-2,MAT-10008,163.0,84.97,0.15,13850.11,个
QUO-202507184-003,3,INQ-202507184-003-3,MAT-10006,163.0,156.03,0.13,25432.89,箱
QUO-202507185-001,1,INQ-202507185-001-1,MAT-10049,98.0,138.08,0.13,13531.84,箱
QUO-202507185-001,2,INQ-202507185-001-2,MAT-10002,152.0,207.77,0.03,31581.04,个
QUO-202507185-001,3,INQ-202507185-001-3,MAT-10050,190.0,207.4,0.15,39406.0,件
QUO-202507185-002,1,INQ-202507185-002-1,MAT-10022,52.0,181.96,0.05,9461.92,套
QUO-202507185-002,2,INQ-202507185-002-2,MAT-10045,113.0,241.01,0.15,27234.13,个
QUO-202507185-002,3,INQ-202507185-002-3,MAT-10014,116.0,89.92,0.07,10430.72,套
QUO-202507185-003,1,INQ-202507185-003-1,MAT-10045,21.0,122.72,0.1,2577.12,套
QUO-202507185-003,2,INQ-202507185-003-2,MAT-10034,161.0,214.56,0.09,34544.16,套
QUO-202507185-003,3,INQ-202507185-003-3,MAT-10002,172.0,66.05,0.13,11360.6,个
QUO-202507186-001,1,INQ-202507186-001-1,MAT-10038,77.0,104.28,0.11,8029.56,个
QUO-202507186-001,2,INQ-202507186-001-2,MAT-10021,132.0,161.91,0.13,21372.12,箱
QUO-202507186-001,3,INQ-202507186-001-3,MAT-10020,54.0,276.23,0.11,14916.42,件
QUO-202507186-002,1,INQ-202507186-002-1,MAT-10013,109.0,113.58,0.12,12380.22,套
QUO-202507186-002,2,INQ-202507186-002-2,MAT-10049,165.0,90.7,0.06,14965.5,件
QUO-202507186-002,3,INQ-202507186-002-3,MAT-10038,40.0,121.4,0.11,4856.0,箱
QUO-202507186-003,1,INQ-202507186-003-1,MAT-10038,90.0,267.14,0.14,24042.6,箱
QUO-202507186-003,2,INQ-202507186-003-2,MAT-10048,88.0,176.2,0.13,15505.6,个
QUO-202507186-003,3,INQ-202507186-003-3,MAT-10049,82.0,248.11,0.1,20345.02,套
QUO-202507187-001,1,INQ-202507187-001-1,MAT-10031,154.0,243.89,0.07,37559.06,箱
QUO-202507187-001,2,INQ-202507187-001-2,MAT-10033,101.0,264.28,0.14,26692.28,件
QUO-202507187-001,3,INQ-202507187-001-3,MAT-10040,141.0,207.91,0.09,29315.31,个
QUO-202507187-002,1,INQ-202507187-002-1,MAT-10046,146.0,96.27,0.02,14055.42,个
QUO-202507187-002,2,INQ-202507187-002-2,MAT-10012,192.0,84.84,0.08,16289.28,套
QUO-202507187-002,3,INQ-202507187-002-3,MAT-10004,51.0,97.26,0.08,4960.26,件
QUO-202507187-003,1,INQ-202507187-003-1,MAT-10035,87.0,135.22,0.14,11764.14,套
QUO-202507187-003,2,INQ-202507187-003-2,MAT-10042,13.0,257.7,0.02,3350.1,箱
QUO-202507187-003,3,INQ-202507187-003-3,MAT-10005,83.0,179.25,0.01,14877.75,件
QUO-202507188-001,1,INQ-202507188-001-1,MAT-10031,198.0,172.9,0.03,34234.2,件
QUO-202507188-001,2,INQ-202507188-001-2,MAT-10049,180.0,194.98,0.05,35096.4,件
QUO-202507188-001,3,INQ-202507188-001-3,MAT-10001,114.0,285.44,0.13,32540.16,件
QUO-202507188-002,1,INQ-202507188-002-1,MAT-10044,34.0,241.61,0.11,8214.74,个
QUO-202507188-002,2,INQ-202507188-002-2,MAT-10011,60.0,216.72,0.04,13003.2,件
QUO-202507188-002,3,INQ-202507188-002-3,MAT-10050,56.0,281.38,0.0,15757.28,箱
QUO-202507188-003,1,INQ-202507188-003-1,MAT-10041,162.0,78.16,0.01,12661.92,套
QUO-202507188-003,2,INQ-202507188-003-2,MAT-10034,177.0,251.21,0.03,44464.17,套
QUO-202507188-003,3,INQ-202507188-003-3,MAT-10015,18.0,283.61,0.0,5104.98,个
QUO-202507189-001,1,INQ-202507189-001-1,MAT-10018,48.0,53.15,0.05,2551.2,个
QUO-202507189-001,2,INQ-202507189-001-2,MAT-10023,51.0,117.59,0.06,5997.09,箱
QUO-202507189-001,3,INQ-202507189-001-3,MAT-10004,150.0,293.66,0.09,44049.0,箱
QUO-202507189-002,1,INQ-202507189-002-1,MAT-10026,73.0,51.32,0.03,3746.36,箱
QUO-202507189-002,2,INQ-202507189-002-2,MAT-10022,26.0,91.66,0.07,2383.16,件
QUO-202507189-002,3,INQ-202507189-002-3,MAT-10040,43.0,55.42,0.15,2383.06,套
QUO-202507189-003,1,INQ-202507189-003-1,MAT-10048,134.0,189.97,0.13,25455.98,件
QUO-202507189-003,2,INQ-202507189-003-2,MAT-10039,7.0,240.28,0.0,1681.96,箱
QUO-202507189-003,3,INQ-202507189-003-3,MAT-10044,10.0,179.11,0.05,1791.1,套
QUO-202507190-001,1,INQ-202507190-001-1,MAT-10035,188.0,299.35,0.09,56277.8,套
QUO-202507190-001,2,INQ-202507190-001-2,MAT-10027,98.0,266.5,0.08,26117.0,件
QUO-202507190-001,3,INQ-202507190-001-3,MAT-10040,158.0,292.31,0.06,46184.98,件
QUO-202507190-002,1,INQ-202507190-002-1,MAT-10050,121.0,193.88,0.07,23459.48,个
QUO-202507190-002,2,INQ-202507190-002-2,MAT-10008,41.0,186.3,0.15,7638.3,个
QUO-202507190-002,3,INQ-202507190-002-3,MAT-10048,47.0,73.94,0.06,3475.18,箱
QUO-202507190-003,1,INQ-202507190-003-1,MAT-10037,130.0,201.89,0.1,26245.7,套
QUO-202507190-003,2,INQ-202507190-003-2,MAT-10028,55.0,254.35,0.01,13989.25,个
QUO-202507190-003,3,INQ-202507190-003-3,MAT-10020,137.0,172.83,0.1,23677.71,套
QUO-202507191-001,1,INQ-202507191-001-1,MAT-10003,152.0,53.21,0.1,8087.92,个
QUO-202507191-001,2,INQ-202507191-001-2,MAT-10024,108.0,242.83,0.06,26225.64,套
QUO-202507191-001,3,INQ-202507191-001-3,MAT-10016,200.0,143.87,0.1,28774.0,个
QUO-202507191-002,1,INQ-202507191-002-1,MAT-10001,103.0,198.58,0.1,20453.74,箱
QUO-202507191-002,2,INQ-202507191-002-2,MAT-10050,23.0,129.07,0.06,2968.61,套
QUO-202507191-002,3,INQ-202507191-002-3,MAT-10027,143.0,258.67,0.04,36989.81,套
QUO-202507191-003,1,INQ-202507191-003-1,MAT-10029,80.0,164.49,0.1,13159.2,箱
QUO-202507191-003,2,INQ-202507191-003-2,MAT-10003,187.0,228.03,0.06,42641.61,件
QUO-202507191-003,3,INQ-202507191-003-3,MAT-10040,38.0,147.98,0.03,5623.24,套
QUO-202507192-001,1,INQ-202507192-001-1,MAT-10025,172.0,264.1,0.09,45425.2,个
QUO-202507192-001,2,INQ-202507192-001-2,MAT-10014,156.0,193.34,0.1,30161.04,件
QUO-202507192-001,3,INQ-202507192-001-3,MAT-10032,7.0,62.37,0.15,436.59,件
QUO-202507192-002,1,INQ-202507192-002-1,MAT-10011,181.0,107.2,0.09,19403.2,个
QUO-202507192-002,2,INQ-202507192-002-2,MAT-10025,112.0,164.96,0.1,18475.52,件
QUO-202507192-002,3,INQ-202507192-002-3,MAT-10002,32.0,219.09,0.08,7010.88,箱
QUO-202507192-003,1,INQ-202507192-003-1,MAT-10004,68.0,299.95,0.15,20396.6,箱
QUO-202507192-003,2,INQ-202507192-003-2,MAT-10044,184.0,291.96,0.11,53720.64,套
QUO-202507192-003,3,INQ-202507192-003-3,MAT-10039,164.0,121.78,0.08,19971.92,件
QUO-202507193-001,1,INQ-202507193-001-1,MAT-10037,108.0,123.97,0.14,13388.76,箱
QUO-202507193-001,2,INQ-202507193-001-2,MAT-10033,146.0,55.34,0.12,8079.64,件
QUO-202507193-001,3,INQ-202507193-001-3,MAT-10023,60.0,61.23,0.13,3673.8,箱
QUO-202507193-002,1,INQ-202507193-002-1,MAT-10025,121.0,276.72,0.14,33483.12,个
QUO-202507193-002,2,INQ-202507193-002-2,MAT-10036,48.0,53.71,0.12,2578.08,箱
QUO-202507193-002,3,INQ-202507193-002-3,MAT-10028,14.0,70.93,0.05,993.02,件
QUO-202507193-003,1,INQ-202507193-003-1,MAT-10027,180.0,231.18,0.06,41612.4,个
QUO-202507193-003,2,INQ-202507193-003-2,MAT-10003,75.0,210.56,0.02,15792.0,套
QUO-202507193-003,3,INQ-202507193-003-3,MAT-10026,130.0,275.06,0.13,35757.8,个
QUO-202507194-001,1,INQ-202507194-001-1,MAT-10013,129.0,212.15,0.04,27367.35,件
QUO-202507194-001,2,INQ-202507194-001-2,MAT-10002,193.0,147.22,0.05,28413.46,箱
QUO-202507194-001,3,INQ-202507194-001-3,MAT-10032,171.0,221.12,0.12,37811.52,件
QUO-202507194-002,1,INQ-202507194-002-1,MAT-10049,148.0,256.99,0.13,38034.52,箱
QUO-202507194-002,2,INQ-202507194-002-2,MAT-10010,108.0,275.66,0.14,29771.28,套
QUO-202507194-002,3,INQ-202507194-002-3,MAT-10032,159.0,237.83,0.03,37814.97,件
QUO-202507194-003,1,INQ-202507194-003-1,MAT-10028,73.0,186.36,0.03,13604.28,件
QUO-202507194-003,2,INQ-202507194-003-2,MAT-10015,52.0,53.54,0.12,2784.08,箱
QUO-202507194-003,3,INQ-202507194-003-3,MAT-10033,79.0,249.49,0.09,19709.71,件
QUO-202507195-001,1,INQ-202507195-001-1,MAT-10015,28.0,111.43,0.09,3120.04,件
QUO-202507195-001,2,INQ-202507195-001-2,MAT-10010,110.0,297.45,0.11,32719.5,箱
QUO-202507195-001,3,INQ-202507195-001-3,MAT-10025,88.0,238.17,0.08,20958.96,套
QUO-202507195-002,1,INQ-202507195-002-1,MAT-10037,158.0,259.32,0.09,40972.56,件
QUO-202507195-002,2,INQ-202507195-002-2,MAT-10011,29.0,81.86,0.06,2373.94,套
QUO-202507195-002,3,INQ-202507195-002-3,MAT-10029,173.0,150.9,0.03,26105.7,个
QUO-202507195-003,1,INQ-202507195-003-1,MAT-10045,186.0,212.96,0.09,39610.56,个
QUO-202507195-003,2,INQ-202507195-003-2,MAT-10028,151.0,111.1,0.01,16776.1,套
QUO-202507195-003,3,INQ-202507195-003-3,MAT-10001,7.0,81.02,0.08,567.14,套
QUO-202507196-001,1,INQ-202507196-001-1,MAT-10050,52.0,110.79,0.05,5761.08,套
QUO-202507196-001,2,INQ-202507196-001-2,MAT-10023,124.0,245.81,0.07,30480.44,套
QUO-202507196-001,3,INQ-202507196-001-3,MAT-10031,164.0,242.92,0.04,39838.88,件
QUO-202507196-002,1,INQ-202507196-002-1,MAT-10027,119.0,247.74,0.05,29481.06,套
QUO-202507196-002,2,INQ-202507196-002-2,MAT-10022,171.0,219.85,0.07,37594.35,箱
QUO-202507196-002,3,INQ-202507196-002-3,MAT-10038,109.0,279.01,0.0,30412.09,件
QUO-202507196-003,1,INQ-202507196-003-1,MAT-10002,188.0,65.56,0.1,12325.28,个
QUO-202507196-003,2,INQ-202507196-003-2,MAT-10042,28.0,68.7,0.09,1923.6,件
QUO-202507196-003,3,INQ-202507196-003-3,MAT-10034,108.0,298.28,0.08,32214.24,件
QUO-202507197-001,1,INQ-202507197-001-1,MAT-10047,95.0,107.44,0.15,10206.8,个
QUO-202507197-001,2,INQ-202507197-001-2,MAT-10033,137.0,280.41,0.11,38416.17,箱
QUO-202507197-001,3,INQ-202507197-001-3,MAT-10003,120.0,212.16,0.05,25459.2,套
QUO-202507197-002,1,INQ-202507197-002-1,MAT-10031,122.0,256.53,0.02,31296.66,套
QUO-202507197-002,2,INQ-202507197-002-2,MAT-10017,111.0,282.28,0.13,31333.08,件
QUO-202507197-002,3,INQ-202507197-002-3,MAT-10028,30.0,182.32,0.09,5469.6,套
QUO-202507197-003,1,INQ-202507197-003-1,MAT-10040,193.0,280.86,0.13,54205.98,箱
QUO-202507197-003,2,INQ-202507197-003-2,MAT-10019,173.0,139.45,0.06,24124.85,件
QUO-202507197-003,3,INQ-202507197-003-3,MAT-10022,57.0,87.21,0.15,4970.97,个
QUO-202507198-001,1,INQ-202507198-001-1,MAT-10025,157.0,165.37,0.07,25963.09,箱
QUO-202507198-001,2,INQ-202507198-001-2,MAT-10002,171.0,106.06,0.07,18136.26,个
QUO-202507198-001,3,INQ-202507198-001-3,MAT-10035,129.0,138.55,0.14,17872.95,套
QUO-202507198-002,1,INQ-202507198-002-1,MAT-10045,73.0,183.84,0.05,13420.32,件
QUO-202507198-002,2,INQ-202507198-002-2,MAT-10043,31.0,165.99,0.06,5145.69,件
QUO-202507198-002,3,INQ-202507198-002-3,MAT-10008,92.0,118.97,0.0,10945.24,套
QUO-202507198-003,1,INQ-202507198-003-1,MAT-10043,75.0,195.11,0.01,14633.25,件
QUO-202507198-003,2,INQ-202507198-003-2,MAT-10045,159.0,71.94,0.07,11438.46,个
