<<<<<<< HEAD
﻿quotation_id,customer_id,inquiry_id,quotation_date,valid_until_date,status,total_amount,salesperson_id,remarks
QUO-202507133-001,CUST-CN00016,INQ-202507133-001,2026-08-02 00:00:00,2026-08-31 00:00:00,草稿,23710.000,SALES-009,学校回复人员但是.
QUO-202507133-002,CUST-CN00002,INQ-202507133-002,2026-08-03 00:00:00,2026-09-01 00:00:00,草稿,44504.000,SALES-007,来源这个而且.
QUO-202507133-003,CUST-CN00007,INQ-202507133-003,2026-08-04 00:00:00,2026-09-02 00:00:00,已发送,45182.000,SALES-003,一定原因内容软件.
QUO-202507134-001,CUST-CN00015,INQ-202507134-001,2026-08-05 00:00:00,2026-09-03 00:00:00,已发送,71592.000,SALES-001,所有报告注册看到.
QUO-202507134-002,CUST-CN00009,INQ-202507134-002,2026-08-06 00:00:00,2026-09-04 00:00:00,已发送,63752.000,SALES-004,加入对于时候学生.
QUO-202507134-003,CUST-CN00014,INQ-202507134-003,2026-08-07 00:00:00,2026-09-05 00:00:00,已发送,66738.000,SALES-010,可能一些必须是否.
QUO-202507135-001,CUST-CN00003,INQ-202507135-001,2026-08-08 00:00:00,2026-09-06 00:00:00,已发送,60740.000,SALES-002,欢迎过程会员起来.
QUO-202507135-002,CUST-CN00013,INQ-202507135-002,2026-08-09 00:00:00,2026-09-07 00:00:00,草稿,21064.000,SALES-005,因为行业当然工作.
QUO-202507135-003,CUST-CN00009,INQ-202507135-003,2026-08-10 00:00:00,2026-09-08 00:00:00,草稿,22153.000,SALES-010,提供之后显示回复但是公司关系经济.
QUO-202507136-001,CUST-CN00005,INQ-202507136-001,2026-08-11 00:00:00,2026-09-09 00:00:00,草稿,67467.000,SALES-005,查看网上空间你的.
QUO-202507136-002,CUST-CN00005,INQ-202507136-002,2026-08-12 00:00:00,2026-09-10 00:00:00,已发送,38342.000,SALES-005,处理以及虽然搜索完成情况.
QUO-202507136-003,CUST-CN00009,INQ-202507136-003,2026-08-13 00:00:00,2026-09-11 00:00:00,草稿,80948.000,SALES-001,美国生产软件汽车一次企业发表.
QUO-202507137-001,CUST-CN00020,INQ-202507137-001,2026-08-14 00:00:00,2026-09-12 00:00:00,草稿,31936.000,SALES-010,生产服务直接上海组织处理公司.
QUO-202507137-002,CUST-CN00016,INQ-202507137-002,2026-08-15 00:00:00,2026-09-13 00:00:00,草稿,51615.000,SALES-010,男人电话语言欢迎单位本站.
QUO-202507137-003,CUST-CN00004,INQ-202507137-003,2026-08-16 00:00:00,2026-09-14 00:00:00,已发送,16006.000,SALES-006,虽然产品为什学校选择日期.
QUO-202507138-001,CUST-CN00004,INQ-202507138-001,2026-08-17 00:00:00,2026-09-15 00:00:00,草稿,41579.000,SALES-005,社会加入有限日本特别美国.
QUO-202507138-002,CUST-CN00016,INQ-202507138-002,2026-08-18 00:00:00,2026-09-16 00:00:00,草稿,80926.000,SALES-002,以及名称北京完成政府作为不能方式.
QUO-202507138-003,CUST-CN00008,INQ-202507138-003,2026-08-19 00:00:00,2026-09-17 00:00:00,已发送,60196.000,SALES-005,报告希望参加来源一种关系.
QUO-202507139-001,CUST-CN00008,INQ-202507139-001,2026-08-20 00:00:00,2026-09-18 00:00:00,已发送,75568.000,SALES-002,一个然后时间可以时候以下这些.
QUO-202507139-002,CUST-CN00020,INQ-202507139-002,2026-08-21 00:00:00,2026-09-19 00:00:00,已发送,48875.000,SALES-010,说明之后不是.
QUO-202507139-003,CUST-CN00016,INQ-202507139-003,2026-08-22 00:00:00,2026-09-20 00:00:00,草稿,72577.000,SALES-002,文件需要地方一点电脑名称一定.
QUO-202507140-001,CUST-CN00001,INQ-202507140-001,2026-08-23 00:00:00,2026-09-21 00:00:00,已发送,65942.000,SALES-009,评论能够希望系统社会.
QUO-202507140-002,CUST-CN00015,INQ-202507140-002,2026-08-24 00:00:00,2026-09-22 00:00:00,草稿,56209.000,SALES-009,选择资料为什分析内容.
QUO-202507140-003,CUST-CN00014,INQ-202507140-003,2026-08-25 00:00:00,2026-09-23 00:00:00,草稿,74347.000,SALES-005,历史地方一样阅读下载网上方法.
QUO-202507141-001,CUST-CN00003,INQ-202507141-001,2026-08-26 00:00:00,2026-09-24 00:00:00,草稿,47042.000,SALES-005,制作管理任何次数国家以及分析点击.
QUO-202507141-002,CUST-CN00011,INQ-202507141-002,2026-08-27 00:00:00,2026-09-25 00:00:00,草稿,34516.000,SALES-007,无法为了生活法律首页设备情况.
QUO-202507141-003,CUST-CN00017,INQ-202507141-003,2026-08-28 00:00:00,2026-09-26 00:00:00,草稿,72620.000,SALES-002,重要下载不是图片相关之后法律.
QUO-202507142-001,CUST-CN00011,INQ-202507142-001,2026-08-29 00:00:00,2026-09-27 00:00:00,草稿,22753.000,SALES-001,方面作品继续国际.
QUO-202507142-002,CUST-CN00019,INQ-202507142-002,2026-08-30 00:00:00,2026-09-28 00:00:00,草稿,67194.000,SALES-003,报告来自搜索事情处理无法.
QUO-202507142-003,CUST-CN00008,INQ-202507142-003,2026-08-31 00:00:00,2026-09-29 00:00:00,已发送,20206.000,SALES-006,不是选择报告操作不断.
QUO-202507143-001,CUST-CN00005,INQ-202507143-001,2026-09-01 00:00:00,2026-09-30 00:00:00,已发送,66369.000,SALES-010,企业行业你的方式技术成为我们感觉.
QUO-202507143-002,CUST-CN00020,INQ-202507143-002,2026-09-02 00:00:00,2026-10-01 00:00:00,已发送,60257.000,SALES-008,状态关系进入经验发生.
QUO-202507143-003,CUST-CN00011,INQ-202507143-003,2026-09-03 00:00:00,2026-10-02 00:00:00,草稿,27576.000,SALES-007,朋友历史一样一种发生中国不是.
QUO-202507144-001,CUST-CN00017,INQ-202507144-001,2026-09-04 00:00:00,2026-10-03 00:00:00,已发送,75122.000,SALES-001,看到正在软件如此.
QUO-202507144-002,CUST-CN00010,INQ-202507144-002,2026-09-05 00:00:00,2026-10-04 00:00:00,草稿,30580.000,SALES-009,大小到了到了是否只有.
QUO-202507144-003,CUST-CN00007,INQ-202507144-003,2026-09-06 00:00:00,2026-10-05 00:00:00,已发送,46136.000,SALES-010,之后你的结果国家最大喜欢论坛工程.
QUO-202507145-001,CUST-CN00003,INQ-202507145-001,2026-09-07 00:00:00,2026-10-06 00:00:00,已发送,85425.000,SALES-003,谢谢人员研究直接谢谢介绍.
QUO-202507145-002,CUST-CN00020,INQ-202507145-002,2026-09-08 00:00:00,2026-10-07 00:00:00,已发送,69846.000,SALES-003,一般处理提高上海.
QUO-202507145-003,CUST-CN00017,INQ-202507145-003,2026-09-09 00:00:00,2026-10-08 00:00:00,草稿,37121.000,SALES-009,更多系列记者技术广告注意.
QUO-202507146-001,CUST-CN00011,INQ-202507146-001,2026-09-10 00:00:00,2026-10-09 00:00:00,草稿,29637.000,SALES-007,地区其他单位历史最新的话自己教育.
QUO-202507146-002,CUST-CN00002,INQ-202507146-002,2026-09-11 00:00:00,2026-10-10 00:00:00,草稿,20367.000,SALES-001,应该知道所以表示知道发现国际.
QUO-202507146-003,CUST-CN00004,INQ-202507146-003,2026-09-12 00:00:00,2026-10-11 00:00:00,已发送,17083.000,SALES-002,注意搜索规定电话经验这是进行.
QUO-202507147-001,CUST-CN00003,INQ-202507147-001,2026-09-13 00:00:00,2026-10-12 00:00:00,草稿,24995.000,SALES-004,用户比较空间那些新闻.
QUO-202507147-002,CUST-CN00020,INQ-202507147-002,2026-09-14 00:00:00,2026-10-13 00:00:00,已发送,49634.000,SALES-005,操作电话一样由于功能帖子.
QUO-202507147-003,CUST-CN00002,INQ-202507147-003,2026-09-15 00:00:00,2026-10-14 00:00:00,已发送,76315.000,SALES-005,当然发现到了评论资料积分项目.
QUO-202507148-001,CUST-CN00009,INQ-202507148-001,2026-09-16 00:00:00,2026-10-15 00:00:00,草稿,33263.000,SALES-002,发布当然感觉的话.
QUO-202507148-002,CUST-CN00002,INQ-202507148-002,2026-09-17 00:00:00,2026-10-16 00:00:00,已发送,82448.000,SALES-001,处理一次一样这样包括广告成为.
QUO-202507148-003,CUST-CN00016,INQ-202507148-003,2026-09-18 00:00:00,2026-10-17 00:00:00,草稿,48562.000,SALES-003,联系这种能力联系行业内容有关.
QUO-202507149-001,CUST-CN00004,INQ-202507149-001,2026-09-19 00:00:00,2026-10-18 00:00:00,草稿,77698.000,SALES-005,中国帖子文件电话完全.
QUO-202507149-002,CUST-CN00018,INQ-202507149-002,2026-09-20 00:00:00,2026-10-19 00:00:00,草稿,16774.000,SALES-008,提供标准回复时间处理.
QUO-202507149-003,CUST-CN00012,INQ-202507149-003,2026-09-21 00:00:00,2026-10-20 00:00:00,已发送,70228.000,SALES-008,加入销售两个希望.
QUO-202507150-001,CUST-CN00012,INQ-202507150-001,2026-09-22 00:00:00,2026-10-21 00:00:00,草稿,83445.000,SALES-005,个人一点拥有还有地址.
QUO-202507150-002,CUST-CN00008,INQ-202507150-002,2026-09-23 00:00:00,2026-10-22 00:00:00,草稿,83640.000,SALES-001,详细出现完成任何过程应用活动.
QUO-202507150-003,CUST-CN00004,INQ-202507150-003,2026-09-24 00:00:00,2026-10-23 00:00:00,草稿,21419.000,SALES-009,个人首页学习语言你们成为所有.
QUO-202507151-001,CUST-CN00004,INQ-202507151-001,2026-09-25 00:00:00,2026-10-24 00:00:00,草稿,17201.000,SALES-005,用户因为回复以后提高或者.
QUO-202507151-002,CUST-CN00009,INQ-202507151-002,2026-09-26 00:00:00,2026-10-25 00:00:00,草稿,55299.000,SALES-006,今天选择一点直接状态日本.
QUO-202507151-003,CUST-CN00012,INQ-202507151-003,2026-09-27 00:00:00,2026-10-26 00:00:00,已发送,32447.000,SALES-005,现在可能很多密码资料部门行业质量.
QUO-202507152-001,CUST-CN00009,INQ-202507152-001,2026-09-28 00:00:00,2026-10-27 00:00:00,草稿,35411.000,SALES-010,组织类型产品技术公司不要.
QUO-202507152-002,CUST-CN00016,INQ-202507152-002,2026-09-29 00:00:00,2026-10-28 00:00:00,草稿,52979.000,SALES-005,东西这个次数人民位置要求资料.
QUO-202507152-003,CUST-CN00017,INQ-202507152-003,2026-09-30 00:00:00,2026-10-29 00:00:00,已发送,22235.000,SALES-002,如何只是发现影响威望表示那么.
QUO-202507153-001,CUST-CN00008,INQ-202507153-001,2026-10-01 00:00:00,2026-10-30 00:00:00,草稿,49868.000,SALES-005,今年可能部分目前中国标准一次.
QUO-202507153-002,CUST-CN00006,INQ-202507153-002,2026-10-02 00:00:00,2026-10-31 00:00:00,已发送,25852.000,SALES-007,进入而且对于网上最大拥有欢迎.
QUO-202507153-003,CUST-CN00005,INQ-202507153-003,2026-10-03 00:00:00,2026-11-01 00:00:00,草稿,36306.000,SALES-002,全部的人女人这种.
QUO-202507154-001,CUST-CN00009,INQ-202507154-001,2026-10-04 00:00:00,2026-11-02 00:00:00,草稿,19172.000,SALES-009,控制学习积分自己决定.
QUO-202507154-002,CUST-CN00018,INQ-202507154-002,2026-10-05 00:00:00,2026-11-03 00:00:00,已发送,40575.000,SALES-004,上海语言知道.
QUO-202507154-003,CUST-CN00017,INQ-202507154-003,2026-10-06 00:00:00,2026-11-04 00:00:00,已发送,19872.000,SALES-008,表示是否社区网上能够可以如果今年.
QUO-202507155-001,CUST-CN00004,INQ-202507155-001,2026-10-07 00:00:00,2026-11-05 00:00:00,已发送,47978.000,SALES-002,有限类别生活文件更多网上.
QUO-202507155-002,CUST-CN00008,INQ-202507155-002,2026-10-08 00:00:00,2026-11-06 00:00:00,已发送,80839.000,SALES-003,都是也是谢谢客户.
QUO-202507155-003,CUST-CN00018,INQ-202507155-003,2026-10-09 00:00:00,2026-11-07 00:00:00,草稿,39921.000,SALES-007,使用免费国内责任浏览.
QUO-202507156-001,CUST-CN00008,INQ-202507156-001,2026-10-10 00:00:00,2026-11-08 00:00:00,草稿,80492.000,SALES-001,关系处理只要今天.
QUO-202507156-002,CUST-CN00004,INQ-202507156-002,2026-10-11 00:00:00,2026-11-09 00:00:00,草稿,51608.000,SALES-007,为什基本然后经济的是运行一般.
QUO-202507156-003,CUST-CN00005,INQ-202507156-003,2026-10-12 00:00:00,2026-11-10 00:00:00,草稿,49375.000,SALES-009,联系资源评论更多工程支持.
QUO-202507157-001,CUST-CN00017,INQ-202507157-001,2026-10-13 00:00:00,2026-11-11 00:00:00,草稿,74469.000,SALES-001,阅读关于这么那个作品设备.
QUO-202507157-002,CUST-CN00007,INQ-202507157-002,2026-10-14 00:00:00,2026-11-12 00:00:00,已发送,75153.000,SALES-006,这些推荐美国工程设计.
QUO-202507157-003,CUST-CN00014,INQ-202507157-003,2026-10-15 00:00:00,2026-11-13 00:00:00,已发送,35931.000,SALES-009,公司资料项目.
QUO-202507158-001,CUST-CN00009,INQ-202507158-001,2026-10-16 00:00:00,2026-11-14 00:00:00,草稿,68862.000,SALES-006,一般详细一直国家根据.
QUO-202507158-002,CUST-CN00004,INQ-202507158-002,2026-10-17 00:00:00,2026-11-15 00:00:00,草稿,51041.000,SALES-006,得到提供关系本站会员注意以下一般.
QUO-202507158-003,CUST-CN00016,INQ-202507158-003,2026-10-18 00:00:00,2026-11-16 00:00:00,草稿,83608.000,SALES-007,世界为了免费合作.
QUO-202507159-001,CUST-CN00003,INQ-202507159-001,2026-10-19 00:00:00,2026-11-17 00:00:00,已发送,86011.000,SALES-001,方式要求当然行业安全汽车参加.
QUO-202507159-002,CUST-CN00019,INQ-202507159-002,2026-10-20 00:00:00,2026-11-18 00:00:00,已发送,82300.000,SALES-008,文章实现次数其他特别.
QUO-202507159-003,CUST-CN00020,INQ-202507159-003,2026-10-21 00:00:00,2026-11-19 00:00:00,草稿,82578.000,SALES-010,日期作者公司新闻怎么您的成为.
QUO-202507160-001,CUST-CN00016,INQ-202507160-001,2026-10-22 00:00:00,2026-11-20 00:00:00,草稿,31996.000,SALES-006,内容现在分析他的得到必须空间.
QUO-202507160-002,CUST-CN00013,INQ-202507160-002,2026-10-23 00:00:00,2026-11-21 00:00:00,已发送,49228.000,SALES-010,无法任何应该之后.
QUO-202507160-003,CUST-CN00015,INQ-202507160-003,2026-10-24 00:00:00,2026-11-22 00:00:00,草稿,15283.000,SALES-001,孩子那个内容大小工作生活.
QUO-202507161-001,CUST-CN00012,INQ-202507161-001,2026-10-25 00:00:00,2026-11-23 00:00:00,已发送,24059.000,SALES-007,地址我的在线活动知道你的比较设备.
QUO-202507161-002,CUST-CN00016,INQ-202507161-002,2026-10-26 00:00:00,2026-11-24 00:00:00,已发送,46382.000,SALES-002,制作查看所有不过一般发现.
QUO-202507161-003,CUST-CN00018,INQ-202507161-003,2026-10-27 00:00:00,2026-11-25 00:00:00,草稿,18614.000,SALES-003,人民主要客户结果.
QUO-202507162-001,CUST-CN00012,INQ-202507162-001,2026-10-28 00:00:00,2026-11-26 00:00:00,已发送,23365.000,SALES-002,汽车决定以上主要.
QUO-202507162-002,CUST-CN00013,INQ-202507162-002,2026-10-29 00:00:00,2026-11-27 00:00:00,已发送,16141.000,SALES-008,系统成功免费因此专业生产就是工具.
QUO-202507162-003,CUST-CN00015,INQ-202507162-003,2026-10-30 00:00:00,2026-11-28 00:00:00,草稿,82132.000,SALES-007,为什下载增加.
QUO-202507163-001,CUST-CN00020,INQ-202507163-001,2026-10-31 00:00:00,2026-11-29 00:00:00,已发送,88257.000,SALES-007,行业那个功能浏览.
QUO-202507163-002,CUST-CN00011,INQ-202507163-002,2026-11-01 00:00:00,2026-11-30 00:00:00,已发送,70567.000,SALES-005,必须销售电影作为重要.
QUO-202507163-003,CUST-CN00007,INQ-202507163-003,2026-11-02 00:00:00,2026-12-01 00:00:00,草稿,68629.000,SALES-007,有限这是技术商品公司工程音乐.
QUO-202507164-001,CUST-CN00001,INQ-202507164-001,2026-11-03 00:00:00,2026-12-02 00:00:00,已发送,54824.000,SALES-003,为什今年国际希望应该游戏.
QUO-202507164-002,CUST-CN00009,INQ-202507164-002,2026-11-04 00:00:00,2026-12-03 00:00:00,已发送,82191.000,SALES-007,音乐密码帖子基本社会只要.
QUO-202507164-003,CUST-CN00003,INQ-202507164-003,2026-11-05 00:00:00,2026-12-04 00:00:00,已发送,28232.000,SALES-007,程序正在空间内容控制关系.
QUO-202507165-001,CUST-CN00001,INQ-202507165-001,2026-11-06 00:00:00,2026-12-05 00:00:00,草稿,22184.000,SALES-003,能力中心方面欢迎时间目前.
QUO-202507165-002,CUST-CN00003,INQ-202507165-002,2026-11-07 00:00:00,2026-12-06 00:00:00,已发送,50872.000,SALES-006,更多计划发表资料其他控制规定发布.
QUO-202507165-003,CUST-CN00016,INQ-202507165-003,2026-11-08 00:00:00,2026-12-07 00:00:00,已发送,80258.000,SALES-010,组织规定其他管理的人而且电脑.
QUO-202507166-001,CUST-CN00001,INQ-202507166-001,2026-11-09 00:00:00,2026-12-08 00:00:00,已发送,37999.000,SALES-002,同时规定制作得到很多是一不要.
QUO-202507166-002,CUST-CN00005,INQ-202507166-002,2026-11-10 00:00:00,2026-12-09 00:00:00,草稿,74052.000,SALES-007,社会这个可能这些.
QUO-202507166-003,CUST-CN00018,INQ-202507166-003,2026-11-11 00:00:00,2026-12-10 00:00:00,草稿,39153.000,SALES-008,地方是一电脑起来知道运行完全.
QUO-202507167-001,CUST-CN00018,INQ-202507167-001,2026-11-12 00:00:00,2026-12-11 00:00:00,草稿,32076.000,SALES-008,电脑学生注意组织学生.
QUO-202507167-002,CUST-CN00020,INQ-202507167-002,2026-11-13 00:00:00,2026-12-12 00:00:00,草稿,53459.000,SALES-004,教育帖子以下电子.
QUO-202507167-003,CUST-CN00010,INQ-202507167-003,2026-11-14 00:00:00,2026-12-13 00:00:00,已发送,28120.000,SALES-003,在线设备设计一种当然.
QUO-202507168-001,CUST-CN00003,INQ-202507168-001,2026-11-15 00:00:00,2026-12-14 00:00:00,已发送,52941.000,SALES-002,次数作品设备资源但是.
QUO-202507168-002,CUST-CN00019,INQ-202507168-002,2026-11-16 00:00:00,2026-12-15 00:00:00,草稿,52593.000,SALES-008,公司法律单位作者.
QUO-202507168-003,CUST-CN00003,INQ-202507168-003,2026-11-17 00:00:00,2026-12-16 00:00:00,草稿,72178.000,SALES-007,这是技术一些只是登录女人.
QUO-202507169-001,CUST-CN00016,INQ-202507169-001,2026-11-18 00:00:00,2026-12-17 00:00:00,已发送,22311.000,SALES-010,谢谢出来不同组织为了认为.
QUO-202507169-002,CUST-CN00015,INQ-202507169-002,2026-11-19 00:00:00,2026-12-18 00:00:00,草稿,20612.000,SALES-002,不要日本的话.
QUO-202507169-003,CUST-CN00013,INQ-202507169-003,2026-11-20 00:00:00,2026-12-19 00:00:00,草稿,44897.000,SALES-003,因此以及继续.
QUO-202507170-001,CUST-CN00009,INQ-202507170-001,2026-11-21 00:00:00,2026-12-20 00:00:00,已发送,32953.000,SALES-007,支持免费操作完全.
QUO-202507170-002,CUST-CN00018,INQ-202507170-002,2026-11-22 00:00:00,2026-12-21 00:00:00,草稿,29227.000,SALES-004,当然学习问题学生.
QUO-202507170-003,CUST-CN00015,INQ-202507170-003,2026-11-23 00:00:00,2026-12-22 00:00:00,已发送,37145.000,SALES-001,登录环境为什然后世界今年科技.
QUO-202507171-001,CUST-CN00020,INQ-202507171-001,2026-11-24 00:00:00,2026-12-23 00:00:00,草稿,18197.000,SALES-003,数据责任女人要求.
QUO-202507171-002,CUST-CN00004,INQ-202507171-002,2026-11-25 00:00:00,2026-12-24 00:00:00,草稿,61730.000,SALES-004,出现评论系统.
QUO-202507171-003,CUST-CN00013,INQ-202507171-003,2026-11-26 00:00:00,2026-12-25 00:00:00,已发送,46724.000,SALES-005,设计我的记者感觉论坛.
QUO-202507172-001,CUST-CN00011,INQ-202507172-001,2026-11-27 00:00:00,2026-12-26 00:00:00,草稿,40442.000,SALES-004,点击参加科技空间什么推荐.
QUO-202507172-002,CUST-CN00020,INQ-202507172-002,2026-11-28 00:00:00,2026-12-27 00:00:00,已发送,79875.000,SALES-004,作者本站点击他们.
QUO-202507172-003,CUST-CN00014,INQ-202507172-003,2026-11-29 00:00:00,2026-12-28 00:00:00,已发送,61935.000,SALES-010,工具目前更多工作重要电影准备.
QUO-202507173-001,CUST-CN00007,INQ-202507173-001,2026-11-30 00:00:00,2026-12-29 00:00:00,已发送,27784.000,SALES-003,质量她的位置在线中国一定一种.
QUO-202507173-002,CUST-CN00015,INQ-202507173-002,2026-12-01 00:00:00,2026-12-30 00:00:00,草稿,53948.000,SALES-005,注册能够更多.
QUO-202507173-003,CUST-CN00009,INQ-202507173-003,2026-12-02 00:00:00,2026-12-31 00:00:00,已发送,70768.000,SALES-008,企业这样朋友认为控制.
QUO-202507174-001,CUST-CN00016,INQ-202507174-001,2026-12-03 00:00:00,2027-01-01 00:00:00,已发送,67181.000,SALES-010,那么帖子工程历史有关特别.
QUO-202507174-002,CUST-CN00013,INQ-202507174-002,2026-12-04 00:00:00,2027-01-02 00:00:00,草稿,18096.000,SALES-005,科技以下来自.
QUO-202507174-003,CUST-CN00003,INQ-202507174-003,2026-12-05 00:00:00,2027-01-03 00:00:00,草稿,38530.000,SALES-005,商品报告名称社会威望.
QUO-202507175-001,CUST-CN00011,INQ-202507175-001,2026-12-06 00:00:00,2027-01-04 00:00:00,已发送,60269.000,SALES-005,影响感觉直接那些.
QUO-202507175-002,CUST-CN00003,INQ-202507175-002,2026-12-07 00:00:00,2027-01-05 00:00:00,草稿,51630.000,SALES-010,研究但是更多标准必须其他.
QUO-202507175-003,CUST-CN00001,INQ-202507175-003,2026-12-08 00:00:00,2027-01-06 00:00:00,已发送,47421.000,SALES-009,情况最后学生帮助.
QUO-202507176-001,CUST-CN00005,INQ-202507176-001,2026-12-09 00:00:00,2027-01-07 00:00:00,草稿,78164.000,SALES-003,应该人民你们历史.
QUO-202507176-002,CUST-CN00016,INQ-202507176-002,2026-12-10 00:00:00,2027-01-08 00:00:00,草稿,56141.000,SALES-008,怎么软件没有还是.
QUO-202507176-003,CUST-CN00018,INQ-202507176-003,2026-12-11 00:00:00,2027-01-09 00:00:00,草稿,15929.000,SALES-003,表示您的联系应该.
QUO-202507177-001,CUST-CN00020,INQ-202507177-001,2026-12-12 00:00:00,2027-01-10 00:00:00,已发送,35090.000,SALES-006,当然历史环境最新拥有可是.
QUO-202507177-002,CUST-CN00013,INQ-202507177-002,2026-12-13 00:00:00,2027-01-11 00:00:00,已发送,26551.000,SALES-005,而且网上系列各种.
QUO-202507177-003,CUST-CN00002,INQ-202507177-003,2026-12-14 00:00:00,2027-01-12 00:00:00,草稿,35897.000,SALES-009,结果一次资源过程怎么网站资料.
QUO-202507178-001,CUST-CN00001,INQ-202507178-001,2026-12-15 00:00:00,2027-01-13 00:00:00,已发送,78226.000,SALES-004,系列你们完全.
QUO-202507178-002,CUST-CN00018,INQ-202507178-002,2026-12-16 00:00:00,2027-01-14 00:00:00,已发送,78571.000,SALES-001,他的活动相关都是解决名称.
QUO-202507178-003,CUST-CN00015,INQ-202507178-003,2026-12-17 00:00:00,2027-01-15 00:00:00,草稿,86728.000,SALES-002,部门那么一下社会时间发现安全.
QUO-202507179-001,CUST-CN00016,INQ-202507179-001,2026-12-18 00:00:00,2027-01-16 00:00:00,已发送,43901.000,SALES-004,合作等级都是问题公司法律.
QUO-202507179-002,CUST-CN00012,INQ-202507179-002,2026-12-19 00:00:00,2027-01-17 00:00:00,已发送,52045.000,SALES-010,她的部门没有市场一样解决.
QUO-202507179-003,CUST-CN00013,INQ-202507179-003,2026-12-20 00:00:00,2027-01-18 00:00:00,草稿,37490.000,SALES-002,正在不会全部状态不要.
QUO-202507180-001,CUST-CN00008,INQ-202507180-001,2026-12-21 00:00:00,2027-01-19 00:00:00,已发送,77455.000,SALES-010,中文项目不过.
QUO-202507180-002,CUST-CN00011,INQ-202507180-002,2026-12-22 00:00:00,2027-01-20 00:00:00,已发送,22598.000,SALES-006,这样应用工作工作他们.
QUO-202507180-003,CUST-CN00020,INQ-202507180-003,2026-12-23 00:00:00,2027-01-21 00:00:00,已发送,79209.000,SALES-002,威望朋友政府朋友你们单位.
QUO-202507181-001,CUST-CN00006,INQ-202507181-001,2026-12-24 00:00:00,2027-01-22 00:00:00,已发送,53009.000,SALES-010,环境应用进行可能.
QUO-202507181-002,CUST-CN00005,INQ-202507181-002,2026-12-25 00:00:00,2027-01-23 00:00:00,草稿,15160.000,SALES-007,环境城市设备.
QUO-202507181-003,CUST-CN00010,INQ-202507181-003,2026-12-26 00:00:00,2027-01-24 00:00:00,已发送,79111.000,SALES-001,参加实现日本.
QUO-202507182-001,CUST-CN00007,INQ-202507182-001,2026-12-27 00:00:00,2027-01-25 00:00:00,草稿,68059.000,SALES-007,一点有些的是深圳.
QUO-202507182-002,CUST-CN00017,INQ-202507182-002,2026-12-28 00:00:00,2027-01-26 00:00:00,已发送,57939.000,SALES-007,网络帮助无法公司是一全部.
QUO-202507182-003,CUST-CN00007,INQ-202507182-003,2026-12-29 00:00:00,2027-01-27 00:00:00,草稿,21978.000,SALES-005,报告记者发现希望学习怎么没有.
QUO-202507183-001,CUST-CN00006,INQ-202507183-001,2026-12-30 00:00:00,2027-01-28 00:00:00,已发送,50113.000,SALES-006,以及主要决定他的信息他们.
QUO-202507183-002,CUST-CN00009,INQ-202507183-002,2026-12-31 00:00:00,2027-01-29 00:00:00,草稿,70175.000,SALES-007,操作应用工作软件如此专业.
QUO-202507183-003,CUST-CN00008,INQ-202507183-003,2027-01-01 00:00:00,2027-01-30 00:00:00,草稿,89915.000,SALES-001,很多以后规定.
QUO-202507184-001,CUST-CN00020,INQ-202507184-001,2027-01-02 00:00:00,2027-01-31 00:00:00,已发送,25408.000,SALES-009,最后人民作为这种.
QUO-202507184-002,CUST-CN00002,INQ-202507184-002,2027-01-03 00:00:00,2027-02-01 00:00:00,草稿,60533.000,SALES-007,下载原因到了特别决定推荐.
QUO-202507184-003,CUST-CN00016,INQ-202507184-003,2027-01-04 00:00:00,2027-02-02 00:00:00,已发送,43254.000,SALES-001,他的应用环境发展.
QUO-202507185-001,CUST-CN00006,INQ-202507185-001,2027-01-05 00:00:00,2027-02-03 00:00:00,草稿,55619.000,SALES-008,只有文章因为出来教育.
QUO-202507185-002,CUST-CN00015,INQ-202507185-002,2027-01-06 00:00:00,2027-02-04 00:00:00,已发送,83091.000,SALES-005,希望企业不会具有时候用户标准工程.
QUO-202507185-003,CUST-CN00017,INQ-202507185-003,2027-01-07 00:00:00,2027-02-05 00:00:00,已发送,17819.000,SALES-005,这么数据处理广告文章非常.
QUO-202507186-001,CUST-CN00011,INQ-202507186-001,2027-01-08 00:00:00,2027-02-06 00:00:00,已发送,63288.000,SALES-003,网上规定威望其实.
QUO-202507186-002,CUST-CN00008,INQ-202507186-002,2027-01-09 00:00:00,2027-02-07 00:00:00,草稿,82504.000,SALES-006,介绍工具手机.
QUO-202507186-003,CUST-CN00020,INQ-202507186-003,2027-01-10 00:00:00,2027-02-08 00:00:00,已发送,87127.000,SALES-003,一种认为主题增加作品原因.
QUO-202507187-001,CUST-CN00012,INQ-202507187-001,2027-01-11 00:00:00,2027-02-09 00:00:00,已发送,80364.000,SALES-009,你的那么国家到了登录.
QUO-202507187-002,CUST-CN00004,INQ-202507187-002,2027-01-12 00:00:00,2027-02-10 00:00:00,草稿,62123.000,SALES-001,结果东西威望选择男人关于数据.
QUO-202507187-003,CUST-CN00003,INQ-202507187-003,2027-01-13 00:00:00,2027-02-11 00:00:00,已发送,58662.000,SALES-005,一点所以会员会员原因为了人员.
QUO-202507188-001,CUST-CN00003,INQ-202507188-001,2027-01-14 00:00:00,2027-02-12 00:00:00,草稿,41918.000,SALES-008,为了公司参加留言可是全部应该.
QUO-202507188-002,CUST-CN00007,INQ-202507188-002,2027-01-15 00:00:00,2027-02-13 00:00:00,草稿,21909.000,SALES-007,标准或者工作最后那个业务免费.
